UserId,AverageGenre1,AverageGenre2,MyAverageGenre1,MyAverageGenre2,AverageDirector,MyAverageDirector,Clicks,AverageRating,MyAverageRating,FuturePredictedGenre
816925f2-1a84-4f5e-8f68-9bb61e47a831,Drama,Comedy,Drama,Comedy,Paul Aaron,Kate Jackson,138,2.52,2.49,Drama
816925f2-1a84-4f5e-8f68-9bb61e47a831,Drama,Comedy,Drama,Comedy,Paul Lazarus,Jane Birkin,158,2.52,2.49,Drama
816925f2-1a84-4f5e-8f68-9bb61e47a831,Drama,Crime,Drama,Comedy,Jerry Abrams,Don Murphy,119,2.52,2.49,Musical
816925f2-1a84-4f5e-8f68-9bb61e47a831,Romance,Music,Thriller,Family,Mariann Aalda,Sal Abbatiello,140,2.52,2.49,Thriller
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Comedy,Drama,Comedy,Franco Amurri,Michael Zens,173,2.52,2.70,Horror
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Crime,Drama,Comedy,Agnieszka Holland,Santosh Sivan,213,2.52,2.70,Drama
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Comedy,Drama,Comedy,Darren Aronofsky,Karl Malden,185,2.52,2.70,Drama
051d7ffb-14a6-4837-9c14-90c478d77c78,Romance,Comedy,Documentary,Adult,Josiane Balasko,Ron Jeremy,211,2.52,2.70,War
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Comedy,Drama,Comedy,Stuart Cooper,Vikramaditya Motwane,176,2.52,2.70,Drama
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Crime,Drama,Comedy,Stephen Marcus,Dev Anand,204,2.52,2.70,Drama
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Comedy,Drama,Comedy,Daoud Abdel Sayed,Kate Jackson,194,2.52,2.70,Comedy
051d7ffb-14a6-4837-9c14-90c478d77c78,Music,Adventure,Horror,Crime,Jocelyn M. Ajami,Kellie Martin,174,2.52,2.70,Horror
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Comedy,Drama,Comedy,Daniel Glasser,Johnny Grant,219,2.52,2.70,Drama
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Crime,Drama,Comedy,Rob Schmidt,Zrinko Ogresta,203,2.52,2.70,Comedy
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Comedy,Drama,Comedy,Sean Penn,Nia Long,192,2.52,2.70,Drama
051d7ffb-14a6-4837-9c14-90c478d77c78,Comedy,Romance,History,Mystery,Judith Benezra,Megan Follows,210,2.52,2.70,History
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Comedy,Drama,Comedy,Rupert Graves,Jack Priestley,196,2.52,2.70,Mystery
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Crime,Drama,Comedy,Brian Henson,Timothy Hutton,194,2.52,2.70,Drama
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Comedy,Drama,Comedy,Felix Werner,Lloyd Bridges,174,2.52,2.70,Drama
051d7ffb-14a6-4837-9c14-90c478d77c78,Adult,RealityTv,Family,Musical,Yrjö Aaltonen,Alberto Basail,221,2.52,2.70,FilmNoir
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Comedy,Drama,Comedy,Mariska Hargitay,Jeffrey Townsend,188,2.52,2.70,Drama
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Crime,Drama,Comedy,Stanley Donen,Lew Ayres,181,2.52,2.70,Drama
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Comedy,Drama,Comedy,Roscoe 'Fatty' Arbuckle,George Cukor,181,2.52,2.70,Thriller
051d7ffb-14a6-4837-9c14-90c478d77c78,Thriller,FilmNoir,Adult,War,Dirk Ahner,Hal Holbrook,187,2.52,2.70,Adult
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Comedy,Drama,Comedy,Tim Hunter,Denys Arcand,191,2.52,2.70,Drama
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Crime,Drama,Comedy,Vincent Perez,Steven Zaillian,207,2.52,2.70,Fantasy
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Comedy,Drama,Comedy,Anthony Edwards,Ryszard Bugajski,186,2.52,2.70,Drama
051d7ffb-14a6-4837-9c14-90c478d77c78,Animation,Thriller,FilmNoir,Action,Volkan Gücer,Andrew McCarthy,201,2.52,2.70,FilmNoir
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Comedy,Drama,Comedy,Steven Zaillian,Jean Abeillé,218,2.52,2.70,Adult
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Crime,Drama,Comedy,Julian Chojnacki,Daniel Boyd,178,2.52,2.70,Drama
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Comedy,Drama,Comedy,Nicolas Gessner,Franco Abussi,192,2.52,2.70,Drama
051d7ffb-14a6-4837-9c14-90c478d77c78,RealityTv,History,Romance,Fantasy,Asia Argento,Khoren Abrahamyan,178,2.52,2.70,Family
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Comedy,Drama,Comedy,Jean-Pierre Mocky,Pierre Mignot,214,2.52,2.70,Drama
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Crime,Drama,Comedy,Jamie Lee Curtis,Nikolay Cherkasov,182,2.52,2.70,Drama
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Comedy,Drama,Comedy,Shannon Elizabeth,John Madden,205,2.52,2.70,Drama
051d7ffb-14a6-4837-9c14-90c478d77c78,Romance,Fantasy,Sport,Comedy,Jeff Winner,Alberto Abruzzese,192,2.52,2.70,Sport
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Comedy,Drama,Comedy,Heath Ledger,Charles Dance,202,2.52,2.70,Drama
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Crime,Drama,Comedy,Daniel Boyd,Deren Abram,194,2.52,2.70,Family
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Comedy,Drama,Comedy,John Madden,Peter Hyams,207,2.52,2.70,Drama
051d7ffb-14a6-4837-9c14-90c478d77c78,Adventure,Biography,Animation,Music,David Price,Brian Tufano,200,2.52,2.70,Animation
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Comedy,Drama,Comedy,Gillian Armstrong,Hanno di Rosa,190,2.52,2.70,Fantasy
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Crime,Drama,Comedy,Josh Ackerman,Peter Bogdanovich,213,2.52,2.70,Drama
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Comedy,Drama,Comedy,Evi Quaid,Dan Cortese,201,2.52,2.70,Drama
051d7ffb-14a6-4837-9c14-90c478d77c78,War,Musical,Crime,Musical,Dennis Abey,Phil Alden Robinson,190,2.52,2.70,Biography
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Comedy,Drama,Comedy,Ryan Phillippe,Norman Abbott,199,2.52,2.70,Drama
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Crime,Drama,Comedy,Jay Roach,Robert Conrad,192,2.52,2.70,Drama
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Comedy,Drama,Comedy,Buster Keaton,Jouko Aaltonen,216,2.52,2.70,Drama
051d7ffb-14a6-4837-9c14-90c478d77c78,Adult,Crime,Western,SciFi,Eduard Topol,Jean-Pierre Duret,214,2.52,2.70,Western
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Comedy,Drama,Comedy,Anne Bancroft,Klaus Kinski,198,2.52,2.70,Drama
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Crime,Drama,Comedy,Anthony Lucero,David Paymer,183,2.52,2.70,Adventure
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Comedy,Drama,Comedy,Peter Hyams,Henri Alekan,204,2.52,2.70,Drama
051d7ffb-14a6-4837-9c14-90c478d77c78,Music,Romance,Adventure,RealityTv,Rea Tajiri,Rodrigo Prieto,198,2.52,2.70,Adventure
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Comedy,Drama,Comedy,Yancy Butler,John Woo,173,2.52,2.70,Action
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Crime,Drama,Comedy,Ashley Judd,Jill Goodacre,219,2.52,2.70,Drama
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Comedy,Drama,Comedy,Karim Abbou,Nan Triveni Achnas,218,2.52,2.70,Drama
051d7ffb-14a6-4837-9c14-90c478d77c78,Comedy,Thriller,Musical,Adventure,Craig Sheffer,Robert Vaughn,198,2.52,2.70,Adult
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Comedy,Drama,Comedy,Mani Kaul,Mel Harris,205,2.52,2.70,Drama
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Crime,Drama,Comedy,Jonathan Demme,Frédéric Forestier,210,2.52,2.70,Drama
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Comedy,Drama,Comedy,Jesse Vint,Jean-Levi Mahamuohd,204,2.52,2.70,Romance
051d7ffb-14a6-4837-9c14-90c478d77c78,Music,Adventure,Western,War,David Sutcliffe,King Hu,173,2.52,2.70,Western
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Comedy,Drama,Comedy,Sal Abbatiello,John A. Kuri,207,2.52,2.70,Drama
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Crime,Drama,Comedy,Robert Abel,Sam Mendes,195,2.52,2.70,Thriller
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Comedy,Drama,Comedy,Fred V. Merrick,Zeki Ökten,183,2.52,2.70,Drama
051d7ffb-14a6-4837-9c14-90c478d77c78,FilmNoir,Adventure,Drama,Mystery,Jean Abeillé,Dennis Rodman,193,2.52,2.70,Drama
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Comedy,Drama,Comedy,Charles Van Damme,Chris Perry,220,2.52,2.70,Action
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Crime,Drama,Comedy,Roger Spottiswoode,David Achkar,207,2.52,2.70,Drama
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Comedy,Drama,Comedy,Carl Franklin,Wallace Beery,207,2.52,2.70,Drama
051d7ffb-14a6-4837-9c14-90c478d77c78,Adult,SciFi,Horror,Documentary,Santosh Sivan,Paul Abascal,216,2.52,2.70,FilmNoir
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Comedy,Drama,Comedy,Günther Rittau,Kôbô Abe,179,2.52,2.70,Drama
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Crime,Drama,Comedy,Kristina Trirogoff,Josiane Balasko,172,2.52,2.70,Drama
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Comedy,Drama,Comedy,Hark Tsui,Karl Anton,205,2.52,2.70,Western
051d7ffb-14a6-4837-9c14-90c478d77c78,Horror,Musical,Animation,History,Anthony Asquith,Isabella Rossellini,202,2.52,2.70,Animation
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Comedy,Drama,Comedy,Matthew Modine,Peter Suschitzky,183,2.52,2.70,Drama
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Crime,Drama,Comedy,Aaron Woodley,Rupert Graves,192,2.52,2.70,Western
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Comedy,Drama,Comedy,Jean Abeillé,Anatoli Chemodurov,188,2.52,2.70,Drama
051d7ffb-14a6-4837-9c14-90c478d77c78,Romance,Biography,SciFi,Fantasy,Daniel Glasser,Joel Schumacher,218,2.52,2.70,SciFi
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Comedy,Drama,Comedy,Herbert Achternbusch,Robert Abel,212,2.52,2.70,Comedy
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Crime,Drama,Comedy,Julie Strain,Eduard Topol,214,2.52,2.70,Drama
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Comedy,Drama,Comedy,Hector Elizondo,Éric Rohmer,181,2.52,2.70,Drama
051d7ffb-14a6-4837-9c14-90c478d77c78,Western,Western,News,Action,Armando Crispino,Joseph Bologna,205,2.52,2.70,Horror
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Comedy,Drama,Comedy,Jonathan Frakes,Jonathan Brown,217,2.52,2.70,Drama
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Crime,Drama,Comedy,Prithviraj Kapoor,Jack Clayton,210,2.52,2.70,Drama
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Comedy,Drama,Comedy,Keely Shaye Brosnan,Debbie Allen,219,2.52,2.70,Animation
051d7ffb-14a6-4837-9c14-90c478d77c78,Horror,Horror,Musical,Western,Davron Abdullayev,John Gielgud,202,2.52,2.70,Musical
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Joseph-Louis Mundwiller,J.A. Steel,162,2.52,2.51,Comedy
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Luc Besson,Jill Hennessy,183,2.52,2.51,Drama
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Tobe Hooper,Axel Sand,162,2.52,2.51,Drama
4a8b4a64-5dc3-4e33-a858-09a96518a389,Crime,Family,Drama,Comedy,Lorenzo Lamas,Hal Ashby,161,2.52,2.51,Documentary
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Mariann Aalda,Leila Abashidze,148,2.52,2.51,Drama
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Jean-Pierre Mocky,Jsu Garcia,146,2.52,2.51,Drama
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Pascal Maeder,Salah Abouseif,190,2.52,2.51,War
4a8b4a64-5dc3-4e33-a858-09a96518a389,Sport,Romance,Western,Documentary,Frank Abe,Andrew Stevens,152,2.52,2.51,Western
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,James E. Abbe,Angel Acciaresi,181,2.52,2.51,Drama
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Andreas Morell,Leonard Nimoy,163,2.52,2.51,Sport
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Dan Harris,Askhab Abakarov,180,2.52,2.51,Drama
4a8b4a64-5dc3-4e33-a858-09a96518a389,RealityTv,Music,Comedy,Family,Stefano Accorsi,Chloë Sevigny,151,2.52,2.51,Comedy
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Ricky Schroder,Alexandre Arcady,175,2.52,2.51,News
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Bruno Nuytten,Michel Blanc,146,2.52,2.51,Drama
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Laura Innes,Jouko Aaltonen,146,2.52,2.51,Drama
4a8b4a64-5dc3-4e33-a858-09a96518a389,Thriller,Romance,Drama,FilmNoir,Bernt Amadeus Capra,Alan Myerson,190,2.52,2.51,Biography
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Eduard Topol,G.W. Bitzer,180,2.52,2.51,Drama
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Robert Rodriguez,Paul Landres,161,2.52,2.51,Drama
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Spike Jonze,Alon Aboutboul,165,2.52,2.51,Fantasy
4a8b4a64-5dc3-4e33-a858-09a96518a389,News,Thriller,Music,Drama,Phil Judd,Edward Lachman,146,2.52,2.51,Music
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Hans Unterkircher,Isabella Rossellini,159,2.52,2.51,Drama
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Larenz Tate,Alon Aboutboul,164,2.52,2.51,News
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Daniel Boyd,Adrian Paul,191,2.52,2.51,Drama
4a8b4a64-5dc3-4e33-a858-09a96518a389,SciFi,War,Music,Family,Mel Harris,James Keach,190,2.52,2.51,Music
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Alex Cox,Yaël Abecassis,153,2.52,2.51,Animation
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Chris O'Donnell,Jamie Gillis,146,2.52,2.51,Drama
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Lionel Abelanski,Karim Abbou,180,2.52,2.51,Drama
4a8b4a64-5dc3-4e33-a858-09a96518a389,History,Western,Thriller,Comedy,Chantal Akerman,Robert Benton,178,2.52,2.51,Music
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Clint Eastwood,Michael Katleman,186,2.52,2.51,Drama
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Sergio Myers,Mel Harris,167,2.52,2.51,Drama
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Jouko Aaltonen,Dejan Acimovic,149,2.52,2.51,Adult
4a8b4a64-5dc3-4e33-a858-09a96518a389,RealityTv,Action,Mystery,Adult,Helmut Berger,Darryl Fowler,176,2.52,2.51,Mystery
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Jean-Marc Félio,Milos Forman,153,2.52,2.51,Drama
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Marla Sokoloff,Alain Corneau,184,2.52,2.51,Comedy
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Ryszard Bugajski,Jamie Lee Curtis,185,2.52,2.51,Drama
4a8b4a64-5dc3-4e33-a858-09a96518a389,Mystery,RealityTv,Comedy,Adventure,Preston Sturges,Rodney Ackland,177,2.52,2.51,Comedy
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Marie Gillain,Antoine Monot Jr.,165,2.52,2.51,Fantasy
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Dionysio Basco,Tim Hunter,169,2.52,2.51,Drama
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Judith Benezra,Scott Wiper,172,2.52,2.51,Drama
4a8b4a64-5dc3-4e33-a858-09a96518a389,Adventure,Comedy,Fantasy,War,Phil Alden Robinson,Louis Malle,191,2.52,2.51,Action
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Rosie Perez,Stuart Baird,190,2.52,2.51,Drama
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Yossi Abolafia,Ben Stiller,184,2.52,2.51,Drama
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Don E. FauntLeRoy,Josh Hopkins,149,2.52,2.51,Documentary
4a8b4a64-5dc3-4e33-a858-09a96518a389,Mystery,Thriller,Family,Sport,Kevin Inch,Leon Abrams,185,2.52,2.51,Family
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,David R. Barkley,Félix de Pomés,149,2.52,2.51,Drama
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Ken Blakey,Ramesh Iyer,164,2.52,2.51,Documentary
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,William Rice,Beau Bridges,159,2.52,2.51,Drama
4a8b4a64-5dc3-4e33-a858-09a96518a389,History,Biography,Mystery,Drama,David Ogden Stiers,Boris Tokarev,147,2.52,2.51,Mystery
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Rutger Hauer,Paula Jai Parker,167,2.52,2.51,Adventure
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Jean-Louis Trintignant,Stephan Puchner,179,2.52,2.51,Drama
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Caveh Zahedi,Roy Edward Disney,190,2.52,2.51,Drama
4a8b4a64-5dc3-4e33-a858-09a96518a389,Adventure,History,Mystery,Crime,Bruce Abbott,Gary Ross,182,2.52,2.51,Horror
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Megan Follows,Leila Abashidze,161,2.52,2.51,Drama
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Chris Perry,Talia Shire,182,2.52,2.51,Drama
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,B. Vittalacharya,Luc Besson,190,2.52,2.51,Thriller
4a8b4a64-5dc3-4e33-a858-09a96518a389,Comedy,History,Adventure,Romance,Barry Watson,Stacy Keach,174,2.52,2.51,Adventure
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Robert Abel,Claude Miller,186,2.52,2.51,Drama
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Tyler Tharpe,Alan Parker,162,2.52,2.51,Thriller
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Bryan Singer,Peter Weller,171,2.52,2.51,Drama
4a8b4a64-5dc3-4e33-a858-09a96518a389,Thriller,Music,Mystery,Biography,Jesse Vint,Rodney Ackland,189,2.52,2.51,Mystery
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Ramon Novarro,Robin Givens,156,2.52,2.51,War
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Saul Bass,Robert Redford,188,2.52,2.51,Drama
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,László Kovács,Sam Waterston,175,2.52,2.51,Drama
4a8b4a64-5dc3-4e33-a858-09a96518a389,Romance,Sport,Western,Music,Christopher McDonald,Anjelica Huston,165,2.52,2.51,War
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Askhab Abakarov,Bob Hoskins,167,2.52,2.51,Drama
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Romane Bohringer,Jesse Vint,184,2.52,2.51,Drama
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Robert Carlyle,Michael Hoffman,158,2.52,2.51,Horror
4a8b4a64-5dc3-4e33-a858-09a96518a389,Music,Thriller,Adventure,SciFi,James Cagney,Karl Anton,173,2.52,2.51,Adventure
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Sunil Dutt,Jay Roach,166,2.52,2.51,Drama
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Kevin C. Murray,Bob Hoskins,166,2.52,2.51,History
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,William Devane,Néstor Almendros,164,2.52,2.51,Drama
4a8b4a64-5dc3-4e33-a858-09a96518a389,Music,Romance,Family,Musical,Sally Potter,Willy Goldberger,155,2.52,2.51,Family
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Percy Adlon,Troy Byer,170,2.52,2.51,FilmNoir
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Ernest Abdyjaparov,Ashley Judd,188,2.52,2.51,Drama
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Amy Heckerling,Michael Mann,184,2.52,2.51,Drama
4a8b4a64-5dc3-4e33-a858-09a96518a389,FilmNoir,History,Thriller,Crime,Jace Alexander,João Mário Grilo,173,2.52,2.51,Comedy
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Bruno Barreto,Sergio Leone,165,2.52,2.51,Drama
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Isabel Achaval,Haskell Wexler,174,2.52,2.51,Drama
4a8b4a64-5dc3-4e33-a858-09a96518a389,Drama,Comedy,Drama,Comedy,Mary Lambert,James Cameron,151,2.52,2.51,FilmNoir
4a8b4a64-5dc3-4e33-a858-09a96518a389,Crime,Romance,Horror,Musical,Dario Argento,Paul Schrader,184,2.52,2.51,Horror
968630e1-f235-4d48-a6a2-e14828e24ec5,Drama,Comedy,Drama,Comedy,Angus Macfadyen,Helen Mirren,142,2.52,2.61,RealityTv
968630e1-f235-4d48-a6a2-e14828e24ec5,Drama,Comedy,Drama,Comedy,Yancy Butler,Charles Siebert,149,2.52,2.61,Drama
968630e1-f235-4d48-a6a2-e14828e24ec5,Drama,Comedy,Drama,Comedy,Franco Amurri,Paul Verhoeven,134,2.52,2.61,Drama
968630e1-f235-4d48-a6a2-e14828e24ec5,Documentary,Drama,Action,War,Sally Potter,Jean-Pierre Duret,150,2.52,2.61,Western
968630e1-f235-4d48-a6a2-e14828e24ec5,Drama,Comedy,Drama,Comedy,Tim Matheson,Zach Galligan,126,2.52,2.61,Drama
968630e1-f235-4d48-a6a2-e14828e24ec5,Drama,Comedy,Drama,Comedy,Maud Adams,Pierre Lhomme,127,2.52,2.61,Drama
968630e1-f235-4d48-a6a2-e14828e24ec5,Drama,Comedy,Drama,Comedy,Jon Abrahams,Saul Bass,152,2.52,2.61,Biography
968630e1-f235-4d48-a6a2-e14828e24ec5,Mystery,Family,Mystery,Musical,Charles Lamont,James McDaniel,123,2.52,2.61,Mystery
968630e1-f235-4d48-a6a2-e14828e24ec5,Drama,Comedy,Drama,Comedy,Walter Lassally,Gregg Toland,158,2.52,2.61,Drama
968630e1-f235-4d48-a6a2-e14828e24ec5,Drama,Comedy,Drama,Comedy,Charles Hawtrey,Steve Yaconelli,140,2.52,2.61,Adventure
968630e1-f235-4d48-a6a2-e14828e24ec5,Drama,Comedy,Drama,Comedy,Henri Alekan,George Archainbaud,155,2.52,2.61,Drama
968630e1-f235-4d48-a6a2-e14828e24ec5,RealityTv,Mystery,Adventure,History,Jouko Aaltonen,Adam Bernstein,119,2.52,2.61,Adventure
968630e1-f235-4d48-a6a2-e14828e24ec5,Drama,Comedy,Drama,Comedy,Suresh Jindal,Michael Katleman,143,2.52,2.61,RealityTv
968630e1-f235-4d48-a6a2-e14828e24ec5,Drama,Comedy,Drama,Comedy,Jordan Alan,Jeffrey Townsend,115,2.52,2.61,Drama
968630e1-f235-4d48-a6a2-e14828e24ec5,Drama,Comedy,Drama,Comedy,Micky Dolenz,Carlo Di Palma,154,2.52,2.61,Drama
968630e1-f235-4d48-a6a2-e14828e24ec5,News,Mystery,Comedy,Mystery,David Ogden Stiers,Aktan Arym Kubat,138,2.52,2.61,Musical
968630e1-f235-4d48-a6a2-e14828e24ec5,Drama,Comedy,Drama,Comedy,Jane Waters,Helmuth Ashley,146,2.52,2.61,Drama
968630e1-f235-4d48-a6a2-e14828e24ec5,Drama,Comedy,Drama,Comedy,Alex Proyas,Christine Lahti,134,2.52,2.61,Drama
968630e1-f235-4d48-a6a2-e14828e24ec5,Drama,Comedy,Drama,Comedy,Asta Nielsen,Ashraf Abdel Baky,123,2.52,2.61,Animation
