UserId,AverageGenre1,AverageGenre2,MyAverageGenre1,MyAverageGenre2,AverageDirector,MyAverageDirector,Clicks,FuturePredictedGenre
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,Action,Crime,FilmNoir,Adventure,James R. Bagdonas,Harold Becker,491,Western
050e64c1-8cdd-4102-b703-125ff56652e1,Action,Music,Horror,Horror,Joe Regalbuto,Macaulay Culkin,63,History
051d7ffb-14a6-4837-9c14-90c478d77c78,Sport,Biography,Drama,SciFi,Ricardo Cortez,Busy Philipps,53,History
7865dc03-d371-4a17-88cc-7ba0103a1941,Comedy,FilmNoir,Adult,FilmNoir,Rudolph E. Abel,Lance Acord,779,Family
2f2edd26-2309-446f-a501-efd4ff95698c,War,Animation,Musical,FilmNoir,Sunil Dutt,Jeremy Stein,871,Animation
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,Musical,Action,SciFi,Mystery,Chad Lowe,Harry Davenport,296,Animation
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,War,Romance,Romance,Documentary,John Seale,Raul daSilva,322,FilmNoir
7865dc03-d371-4a17-88cc-7ba0103a1941,Music,Adult,Mystery,Musical,Wim Wenders,Mario Van Peebles,271,Animation
4a8b4a64-5dc3-4e33-a858-09a96518a389,Adult,Horror,Horror,Family,Jerry Lewis,Aaron Lipstadt,185,Animation
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,Fantasy,Horror,Music,Biography,Philippe Rousselot,Claire Pijman,474,Biography
a3cf3f05-d647-4112-8f5f-6ad667453e96,Drama,Romance,Comedy,Adventure,Niels Mueller,Kristina Trirogoff,247,Sport
968630e1-f235-4d48-a6a2-e14828e24ec5,FilmNoir,FilmNoir,FilmNoir,Mystery,Frédéric Forestier,Christopher Meloni,679,Adventure
bda79ecd-904e-4928-8ce4-e5c53cc98110,Family,Thriller,Animation,Music,Robert Abel,Emil Berna,240,Family
2f2edd26-2309-446f-a501-efd4ff95698c,Fantasy,Adult,Drama,Thriller,Marlon Brando,Whit Stillman,930,Biography
968630e1-f235-4d48-a6a2-e14828e24ec5,Drama,Fantasy,Documentary,Comedy,Emilio Estevez,Jeff Winner,304,Sport
816925f2-1a84-4f5e-8f68-9bb61e47a831,Sport,Music,Comedy,Adventure,Laurent Herbiet,Griffin Dunne,190,Fantasy
4a8b4a64-5dc3-4e33-a858-09a96518a389,Fantasy,Musical,Comedy,History,Antonio Abujamra,Rupert Graves,717,Documentary
2f2edd26-2309-446f-a501-efd4ff95698c,Action,Crime,Animation,Drama,Howard Duff,Frank Darabont,388,Musical
050e64c1-8cdd-4102-b703-125ff56652e1,Family,Family,Crime,Mystery,Moussa Sene Absa,John Seale,824,Horror
d84e31f9-caaf-45ea-a800-9322f715d648,Musical,Biography,Western,Animation,David Ogden Stiers,Jason Bateman,468,Horror
a3cf3f05-d647-4112-8f5f-6ad667453e96,Crime,Horror,Drama,War,Jim Sheridan,Robert Downey Sr.,366,Animation
7865dc03-d371-4a17-88cc-7ba0103a1941,Biography,Sport,Biography,Thriller,Dmitriy Zaytsev,Hany Abu-Assad,46,Comedy
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Mystery,War,Western,FilmNoir,Edward D. Wood Jr.,Peter Jackson,608,Crime
2f2edd26-2309-446f-a501-efd4ff95698c,FilmNoir,FilmNoir,Biography,Adventure,Louis Malle,Bairam Abdullayev,439,Drama
051d7ffb-14a6-4837-9c14-90c478d77c78,Thriller,Action,Thriller,Fantasy,Jon Abrahams,Elpidia Carrillo,154,Family
968630e1-f235-4d48-a6a2-e14828e24ec5,Comedy,Western,Action,Sport,David Anspaugh,Kristin Lehman,460,Horror
bda79ecd-904e-4928-8ce4-e5c53cc98110,Thriller,Mystery,Biography,SciFi,William Olsen,David Lean,813,Mystery
4a8b4a64-5dc3-4e33-a858-09a96518a389,Sport,Documentary,History,Musical,Joely Fisher,Don Ackerman,429,Fantasy
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,Adult,Music,Romance,Horror,Bruce Abbott,Carl Ludwig Achaz-Duisberg,993,Crime
050e64c1-8cdd-4102-b703-125ff56652e1,Romance,Sport,Adventure,Horror,Alan Myerson,William Devane,114,Biography
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,War,History,Musical,Thriller,Stanley Kramer,Bruce Beresford,861,Documentary
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,Animation,Mystery,FilmNoir,Documentary,Inigo Gallo,Karpo Acimovic-Godina,843,Comedy
2f2edd26-2309-446f-a501-efd4ff95698c,Adventure,Animation,Animation,Horror,John Bailey,Scott Foley,828,History
2f2edd26-2309-446f-a501-efd4ff95698c,Drama,SciFi,Crime,Drama,Daniel Auteuil,George Archainbaud,810,Western
bda79ecd-904e-4928-8ce4-e5c53cc98110,Animation,War,Fantasy,Western,Richard Donner,Christopher McQuarrie,63,Adventure
cb9a5e24-f2d6-4aef-b519-34286e9753fb,Animation,Fantasy,Fantasy,Western,Isabelle Broué,Pernilla August,281,FilmNoir
968630e1-f235-4d48-a6a2-e14828e24ec5,Documentary,Comedy,Comedy,Crime,Mark Neveldine,Claude Miller,944,Musical
d84e31f9-caaf-45ea-a800-9322f715d648,Adult,Animation,Family,Adventure,Dev Anand,Karl Malden,952,Western
2f2edd26-2309-446f-a501-efd4ff95698c,Animation,Romance,Animation,History,Richard Crudo,George A. Romero,510,Documentary
4a8b4a64-5dc3-4e33-a858-09a96518a389,Thriller,Comedy,Musical,Musical,John Hughes,Yul Brynner,177,Biography
968630e1-f235-4d48-a6a2-e14828e24ec5,Sport,Animation,Romance,Biography,Narasa Raju D.V.,George Archainbaud,597,Western
816925f2-1a84-4f5e-8f68-9bb61e47a831,Action,Crime,Music,Documentary,Elfriede Gaeng,Ernest Abdyjaparov,812,Comedy
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,FilmNoir,Action,Music,Drama,Alexander Gradet,Gary Graver,357,Family
8f27e002-d3e5-439f-a601-ea2a39f34ad8,Crime,Adult,Comedy,Music,Michael Jeter,Mark Woods,624,Music
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,Action,Documentary,Crime,Drama,David Arquette,Linda Lee Cadwell,104,Sport
bda79ecd-904e-4928-8ce4-e5c53cc98110,Documentary,FilmNoir,Horror,Horror,George Archainbaud,Shirley Jo Finney,198,Fantasy
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,Adult,Romance,Western,Adventure,Josiane Balasko,James Cagney,902,Fantasy
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,Thriller,Drama,Family,Adventure,Leon Abrams,John Hughes,13,Musical
4a8b4a64-5dc3-4e33-a858-09a96518a389,History,War,Mystery,Action,Kevin Dobson,Stefano Accorsi,957,War
968630e1-f235-4d48-a6a2-e14828e24ec5,Documentary,Adult,Crime,War,David Hare,George Cukor,589,Comedy
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,Mystery,SciFi,Horror,Family,Jean-Jacques Beineix,Rea Tajiri,163,Horror
3c176379-742c-4534-91e4-addf71b44cee,Mystery,Documentary,Comedy,Biography,Laurent Boulanger,Erik Gustavson,716,Documentary
d84e31f9-caaf-45ea-a800-9322f715d648,Sport,Fantasy,Animation,Mystery,Marc Singer,Petras Abukiavicus,264,Mystery
2f2edd26-2309-446f-a501-efd4ff95698c,Musical,Musical,Adult,Western,Thorsten Schmidt,John G. Avildsen,300,Family
7865dc03-d371-4a17-88cc-7ba0103a1941,Family,SciFi,Sport,SciFi,Ken Russell,Corbin Bernsen,615,Action
bda79ecd-904e-4928-8ce4-e5c53cc98110,Drama,Musical,SciFi,War,Jonathan Brandis,Francesca Archibugi,562,Documentary
051d7ffb-14a6-4837-9c14-90c478d77c78,Fantasy,Romance,History,Sport,Arthur Hiller,Jerry Abrams,321,Documentary
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,FilmNoir,Adventure,Family,History,King Baggot,Santosh Sivan,396,Comedy
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,War,SciFi,Family,Sport,Anjelica Huston,Joey Lauren Adams,824,Crime
d32a4b9b-ce56-4739-a066-fd1870f0db5e,History,History,Fantasy,Adventure,Rob Schmidt,Kevin Brownlow,327,Crime
050e64c1-8cdd-4102-b703-125ff56652e1,Musical,Music,Horror,Adventure,Bitto Albertini,Jane Waters,686,History
8f27e002-d3e5-439f-a601-ea2a39f34ad8,Thriller,Sport,Action,Drama,Adam Beckett,Anne Parillaud,393,Biography
968630e1-f235-4d48-a6a2-e14828e24ec5,Documentary,Comedy,Music,Thriller,João Mário Grilo,Gillian Armstrong,549,FilmNoir
051d7ffb-14a6-4837-9c14-90c478d77c78,FilmNoir,Sport,Crime,Adult,Gillian Armstrong,Veikko Aaltonen,629,Animation
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,Drama,FilmNoir,Family,Crime,Peter Greenaway,Federico Marsicano,306,Adventure
3c176379-742c-4534-91e4-addf71b44cee,Documentary,Action,Western,Drama,Néstor Almendros,Jill Goodacre,47,Biography
7865dc03-d371-4a17-88cc-7ba0103a1941,Comedy,Crime,Documentary,Horror,Pierre Schoendoerffer,J.P. Manoux,763,Animation
7865dc03-d371-4a17-88cc-7ba0103a1941,Comedy,FilmNoir,Music,Adult,Gary Ross,Paul Hunt,619,Romance
cb9a5e24-f2d6-4aef-b519-34286e9753fb,Comedy,Musical,Western,Sport,Jouko Aaltonen,Michael Hoffman,56,Crime
7865dc03-d371-4a17-88cc-7ba0103a1941,Biography,Sport,Western,Fantasy,Hanno di Rosa,Nia Long,612,Mystery
d84e31f9-caaf-45ea-a800-9322f715d648,Animation,War,Musical,Thriller,Marcel Aboulker,Luke Wilson,209,SciFi
8f27e002-d3e5-439f-a601-ea2a39f34ad8,Adventure,Action,FilmNoir,FilmNoir,B. Vittalacharya,Askhab Abakarov,707,Family
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,Sport,SciFi,History,Romance,John Putch,Pierre Lhomme,188,Mystery
a3cf3f05-d647-4112-8f5f-6ad667453e96,Adventure,Comedy,War,Documentary,Robert Bolt,Pierre-William Glenn,129,Romance
2f2edd26-2309-446f-a501-efd4ff95698c,Sport,Horror,Adult,Thriller,Kenny Hotz,Jason Isaacs,588,Western
816925f2-1a84-4f5e-8f68-9bb61e47a831,History,SciFi,Adult,Family,Reginald H. Morris,Anthony Lucero,974,Western
395e3f78-f527-434b-a285-8cb7d6c9859a,Horror,Horror,Action,Mystery,Robert Hays,Jim Sheridan,458,Romance
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,Romance,War,Thriller,Horror,Kyle MacLachlan,Amy Jo Johnson,58,Thriller
cb9a5e24-f2d6-4aef-b519-34286e9753fb,SciFi,Family,Adventure,Family,Jean-Jacques Beineix,Stephen Marcus,264,Adult
3c176379-742c-4534-91e4-addf71b44cee,Family,Music,Romance,Documentary,Nigel Bennett,Pierre Schoendoerffer,87,Sport
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,Romance,Drama,SciFi,Music,Victoria Rowell,Doris Roberts,659,Adult
cb9a5e24-f2d6-4aef-b519-34286e9753fb,Horror,FilmNoir,Comedy,Crime,Joseph L. Mankiewicz,Jon Turteltaub,983,Documentary
968630e1-f235-4d48-a6a2-e14828e24ec5,FilmNoir,Sport,Fantasy,War,Richard Thomas,Hany Abu-Assad,179,Animation
395e3f78-f527-434b-a285-8cb7d6c9859a,History,Animation,Fantasy,Family,Busby Berkeley,Ludwig Berger,758,Romance
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,Adult,Musical,Crime,Drama,Regina King,Herbert Beerbohm Tree,168,Music
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,Thriller,Horror,Biography,Sport,Roland Emmerich,Jack Palance,678,Sport
d84e31f9-caaf-45ea-a800-9322f715d648,Documentary,Mystery,Adventure,Drama,Silvia Abascal,James Stewart,937,SciFi
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,Documentary,Drama,Drama,Adult,Alan Myerson,Roger Spottiswoode,828,Adult
816925f2-1a84-4f5e-8f68-9bb61e47a831,Romance,Adult,FilmNoir,Animation,Hector Babenco,Nestor Carbonell,806,Action
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,SciFi,Fantasy,FilmNoir,Crime,Juliette Lewis,Tommy Lee Jones,671,Romance
a3cf3f05-d647-4112-8f5f-6ad667453e96,Music,Animation,Animation,War,Steve Yaconelli,André Szöts,408,Sport
a3cf3f05-d647-4112-8f5f-6ad667453e96,Horror,Comedy,Sport,Drama,Alfred F. Woodley,Don Murphy,849,FilmNoir
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,Crime,Animation,War,Adult,John Stockwell,Jocelyn M. Ajami,673,Animation
cb9a5e24-f2d6-4aef-b519-34286e9753fb,Adventure,Crime,Drama,Western,Laurent Achard,Michael Katleman,146,Biography
7865dc03-d371-4a17-88cc-7ba0103a1941,SciFi,Sport,Action,Music,Dorothy Arzner,Troy Byer,412,SciFi
d84e31f9-caaf-45ea-a800-9322f715d648,Crime,Family,War,FilmNoir,Ted Tetzlaff,E.V.V. Satyanarayana,684,Adult
3c176379-742c-4534-91e4-addf71b44cee,Western,Comedy,Drama,Action,Hank Mann,Sergio Leone,645,Fantasy
4a8b4a64-5dc3-4e33-a858-09a96518a389,History,Family,Documentary,Adventure,Yahoo Serious,D.W. Griffith,75,Romance
2f2edd26-2309-446f-a501-efd4ff95698c,Drama,Crime,Fantasy,SciFi,David Lean,Nana Patekar,537,Family
3c176379-742c-4534-91e4-addf71b44cee,Drama,Family,Horror,Music,Jason Wiles,Jon Amiel,85,Comedy
050e64c1-8cdd-4102-b703-125ff56652e1,Musical,Music,Documentary,Sport,André Szöts,Russell Crowe,896,Adventure
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,Documentary,Drama,Music,Romance,François Truffaut,Rodney Ackland,203,Music
3c176379-742c-4534-91e4-addf71b44cee,Fantasy,Fantasy,Adult,History,Hark Bohm,Pedro Lazaga,499,History
d84e31f9-caaf-45ea-a800-9322f715d648,Animation,Sport,Sport,Romance,Erin Daniels,Troy Byer,440,Family
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,Horror,Adventure,Romance,War,Ralph Macchio,James McDaniel,154,Horror
051d7ffb-14a6-4837-9c14-90c478d77c78,Biography,Biography,Comedy,Biography,Marc Caro,Satyajit Ray,674,Adventure
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,Mystery,Drama,Horror,Musical,Mirlan Abdykalykov,Jonathan Demme,564,SciFi
050e64c1-8cdd-4102-b703-125ff56652e1,FilmNoir,Biography,FilmNoir,Biography,Rodney Ackland,Lynne Littman,259,Horror
2f2edd26-2309-446f-a501-efd4ff95698c,Adult,Music,Adventure,Adventure,LisaGay Hamilton,Kaizad Gustad,608,Mystery
050e64c1-8cdd-4102-b703-125ff56652e1,SciFi,Mystery,Thriller,Mystery,Otar Abesadze,Amy Jo Johnson,376,Documentary
051d7ffb-14a6-4837-9c14-90c478d77c78,Drama,Adult,Adult,Fantasy,Scott Shaw,Fisher Stevens,562,History
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Family,War,Mystery,Action,David Anspaugh,William Fichtner,89,Sport
050e64c1-8cdd-4102-b703-125ff56652e1,Sport,Drama,Western,Horror,Nick Abdo,Tony Gilroy,430,History
395e3f78-f527-434b-a285-8cb7d6c9859a,Animation,Sport,Drama,Western,Joshua Jackson,Federico Marsicano,847,SciFi
cb9a5e24-f2d6-4aef-b519-34286e9753fb,Musical,Animation,War,Crime,Alon Aboutboul,Johnny Grant,949,FilmNoir
cb9a5e24-f2d6-4aef-b519-34286e9753fb,Adult,Adventure,SciFi,Sport,Hal Mohr,Damian Lee,979,Music
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,Sport,Romance,Comedy,Action,Paul Lazarus,Tom Skerritt,505,SciFi
cb9a5e24-f2d6-4aef-b519-34286e9753fb,Comedy,Documentary,Horror,Horror,Jean-Luc Godard,Andrew Stevens,950,Mystery
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,Thriller,Animation,Thriller,Action,Leon Shamroy,Richard Crudo,295,Crime
8f27e002-d3e5-439f-a601-ea2a39f34ad8,Adult,Action,Fantasy,SciFi,Elpidia Carrillo,Franco Abussi,15,Thriller
050e64c1-8cdd-4102-b703-125ff56652e1,Thriller,Crime,Action,Musical,Bud Yorkin,Tom Noonan,725,Adventure
051d7ffb-14a6-4837-9c14-90c478d77c78,Mystery,Mystery,War,Horror,Dejan Acimovic,Alex Cox,347,Crime
7865dc03-d371-4a17-88cc-7ba0103a1941,Family,Music,War,Documentary,John Seale,Bolo Yeung,418,Fantasy
d32a4b9b-ce56-4739-a066-fd1870f0db5e,Mystery,Family,Adventure,Crime,Debbie Allen,Roman Polanski,117,Animation
a3cf3f05-d647-4112-8f5f-6ad667453e96,Sport,Fantasy,FilmNoir,Biography,John Mark Robinson,Devi Abashidze,81,Action
395e3f78-f527-434b-a285-8cb7d6c9859a,SciFi,Mystery,Biography,Family,John Fasano,Stanley Kubrick,425,Crime
8f27e002-d3e5-439f-a601-ea2a39f34ad8,Documentary,SciFi,History,Comedy,Charles Siebert,Jill Goodacre,865,Sport
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,Drama,Action,Adventure,Sport,D.W. Griffith,Tim Burton,489,Romance
cb9a5e24-f2d6-4aef-b519-34286e9753fb,Documentary,Horror,Horror,Mystery,Ernst Winar,Carl Weathers,463,Music
051d7ffb-14a6-4837-9c14-90c478d77c78,Romance,History,Sport,Drama,Jason Isaacs,Alan Parker,507,Musical
bda79ecd-904e-4928-8ce4-e5c53cc98110,SciFi,FilmNoir,Action,Fantasy,Niels Mueller,Roman Polanski,72,Family
8f27e002-d3e5-439f-a601-ea2a39f34ad8,SciFi,Drama,Musical,Thriller,Treat Williams,Willie Aames,49,Documentary
4a8b4a64-5dc3-4e33-a858-09a96518a389,Animation,Fantasy,Fantasy,FilmNoir,Raul daSilva,Bill Pullman,454,Horror
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,Horror,Biography,Biography,Mystery,Asta Nielsen,Robert Zemeckis,139,Animation
d84e31f9-caaf-45ea-a800-9322f715d648,Drama,Romance,Biography,Crime,George Abbott,Gus Van Sant,356,Adventure
4a8b4a64-5dc3-4e33-a858-09a96518a389,Thriller,Documentary,Thriller,Documentary,Colin Hanks,Lucho Bender,112,Music
968630e1-f235-4d48-a6a2-e14828e24ec5,Musical,War,Adventure,Crime,Ilaria Borrelli,Mary Kay Place,149,Horror
395e3f78-f527-434b-a285-8cb7d6c9859a,Adventure,Sport,Documentary,Action,Hany Abu-Assad,Armondo Linus Acosta,738,Fantasy
395e3f78-f527-434b-a285-8cb7d6c9859a,Crime,Family,Action,Western,Julian Chojnacki,Hank Mann,649,Crime
8f27e002-d3e5-439f-a601-ea2a39f34ad8,Sport,Horror,Documentary,History,Pauley Perrette,Joe Dante,752,Fantasy
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,Horror,Mystery,Comedy,Romance,Rudolph Maté,David Hare,804,Sport
cb9a5e24-f2d6-4aef-b519-34286e9753fb,Thriller,Drama,Crime,Sport,Phil Rosen,Ilaria Borrelli,355,Music
4a8b4a64-5dc3-4e33-a858-09a96518a389,Musical,Sport,Adult,Comedy,Mike Leigh,Akira Kurosawa,741,Music
2f2edd26-2309-446f-a501-efd4ff95698c,Music,Drama,Documentary,Adventure,George Archainbaud,Corey Allen,257,Western
816925f2-1a84-4f5e-8f68-9bb61e47a831,Comedy,Fantasy,Animation,War,Joseph Vilsmaier,Heather Matarazzo,773,FilmNoir
4a8b4a64-5dc3-4e33-a858-09a96518a389,Crime,Comedy,Animation,Family,Erin Daniels,Toshirô Mifune,23,Crime
d84e31f9-caaf-45ea-a800-9322f715d648,Adult,Horror,Sport,Adventure,Michael Hoffman,Pascal Abikanlou,527,Mystery
4a8b4a64-5dc3-4e33-a858-09a96518a389,Family,Musical,SciFi,Action,Patrick Granier,Katherine Helmond,78,Sport
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,Adventure,Mystery,Mystery,History,Robert Benton,Elizabeth Banks,576,Family
3c176379-742c-4534-91e4-addf71b44cee,Musical,Comedy,History,Comedy,Carole Bouquet,Brian De Palma,418,Musical
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,Thriller,Animation,Adventure,War,Franka Potente,Richard Donner,338,Thriller
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,Adult,Biography,Western,War,Marcel Aboulker,Ana Belén,892,Documentary
3c176379-742c-4534-91e4-addf71b44cee,Adult,Comedy,FilmNoir,Family,Irwin Allen,Daniel McVicar,654,Drama
8f27e002-d3e5-439f-a601-ea2a39f34ad8,Musical,Animation,History,History,Michel Parry,Jocelyn M. Ajami,483,Adventure
7865dc03-d371-4a17-88cc-7ba0103a1941,Action,Music,Adult,Family,Joanna Kerns,Ann Magnuson,911,Fantasy
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Adventure,Crime,Music,Mystery,Ben Gazzara,Russ Meyer,330,History
3c176379-742c-4534-91e4-addf71b44cee,History,SciFi,Drama,Documentary,Sven Nykvist,Ridley Scott,640,Documentary
d84e31f9-caaf-45ea-a800-9322f715d648,Biography,SciFi,Music,Romance,George Reeves,Scott Wiper,979,Biography
968630e1-f235-4d48-a6a2-e14828e24ec5,War,War,War,Horror,Sofia Coppola,Marina Abramovic,377,Romance
a3cf3f05-d647-4112-8f5f-6ad667453e96,History,Thriller,Action,Sport,Urszula Urbaniak,Suze Randall,967,Comedy
7865dc03-d371-4a17-88cc-7ba0103a1941,Animation,Western,Family,Crime,Tommy Lee Jones,Franz Hohler,732,Documentary
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,Horror,Adventure,Crime,Sport,Eduard Abalov,Hans Unterkircher,649,War
051d7ffb-14a6-4837-9c14-90c478d77c78,Thriller,Animation,Music,Adventure,Philippe Muyl,Hal Sparks,235,Music
d84e31f9-caaf-45ea-a800-9322f715d648,Animation,Western,Family,Horror,Michael Apted,David R. Barkley,18,Documentary
cb9a5e24-f2d6-4aef-b519-34286e9753fb,Documentary,Horror,Mystery,Action,Joe Mantegna,William Devane,167,Family
d84e31f9-caaf-45ea-a800-9322f715d648,Adult,Family,Musical,War,Beau Bridges,Helmuth Ashley,453,Family
a3cf3f05-d647-4112-8f5f-6ad667453e96,Adult,Music,Family,Musical,Alexander Paal,Michael B. Silver,64,War
051d7ffb-14a6-4837-9c14-90c478d77c78,Sport,Sport,Musical,Sport,Ivan Sergei,Oscar Apfel,167,SciFi
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,SciFi,Biography,Horror,Horror,John Boorman,Dayyan Eng,374,Action
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,Fantasy,Drama,War,SciFi,David Lean,Eduard Topol,990,Western
816925f2-1a84-4f5e-8f68-9bb61e47a831,War,Sport,Comedy,Documentary,Ricky Schroder,Shekhar Kapur,379,Biography
2f2edd26-2309-446f-a501-efd4ff95698c,Western,Family,Romance,Mystery,David Lean,Majid Majidi,486,Sport
a3cf3f05-d647-4112-8f5f-6ad667453e96,Mystery,Music,Adult,Biography,Francesca Archibugi,Tom Sito,452,Adventure
7865dc03-d371-4a17-88cc-7ba0103a1941,Thriller,Horror,Documentary,Comedy,Derwin Abrahams,Gaurav Seth,410,Adventure
7865dc03-d371-4a17-88cc-7ba0103a1941,Romance,SciFi,Animation,Animation,Dodo Abashidze,James P. Hogan,246,Musical
4a8b4a64-5dc3-4e33-a858-09a96518a389,Thriller,Thriller,Mystery,Mystery,Jouko Aaltonen,Henri Alekan,557,Animation
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,Adult,Animation,Action,Musical,Jerry O'Connell,Jerry Abrams,871,Mystery
8f27e002-d3e5-439f-a601-ea2a39f34ad8,Adventure,History,Animation,Mystery,Angela Featherstone,Rosanna Arquette,313,Mystery
cb9a5e24-f2d6-4aef-b519-34286e9753fb,SciFi,Thriller,Mystery,Family,Lynn-Maree Danzey,Julia Stiles,194,Thriller
4a8b4a64-5dc3-4e33-a858-09a96518a389,History,Mystery,Musical,Adventure,Lea Thompson,Beau Bridges,646,Adventure
a3cf3f05-d647-4112-8f5f-6ad667453e96,Musical,Mystery,Musical,Thriller,John Dahl,John Madden,232,Action
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,SciFi,Fantasy,Documentary,FilmNoir,Lajos Koltai,James P. Hogan,698,Biography
7865dc03-d371-4a17-88cc-7ba0103a1941,Crime,Thriller,Thriller,Western,Des McAnuff,Bill Pullman,823,Sport
395e3f78-f527-434b-a285-8cb7d6c9859a,Fantasy,Romance,Crime,Adventure,Pernilla August,Maximilian Schell,708,Western
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,Adult,Adventure,Adventure,Fantasy,Anders Bohman,Paul Sorvino,442,SciFi
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Romance,Comedy,Thriller,FilmNoir,Jean-Jacques Annaud,Jim Sheridan,426,Action
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,Mystery,Western,Documentary,Western,Angela Bassett,Anthony Abrams,546,Drama
7865dc03-d371-4a17-88cc-7ba0103a1941,Western,Western,Drama,Biography,Woody Allen,Paul Verhoeven,256,Action
bda79ecd-904e-4928-8ce4-e5c53cc98110,Musical,Family,Sport,SciFi,Charles Van Damme,Ashraf Abdel Baky,281,Adventure
d84e31f9-caaf-45ea-a800-9322f715d648,Comedy,Documentary,Biography,Romance,Randall Batinkoff,Zeki Ökten,395,Comedy
7865dc03-d371-4a17-88cc-7ba0103a1941,Documentary,FilmNoir,Thriller,Western,Regina King,Carlo Di Palma,797,Musical
d84e31f9-caaf-45ea-a800-9322f715d648,Horror,Family,Western,Western,Claude Miller,Guy Pearce,845,Action
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Family,Thriller,History,FilmNoir,George C. Scott,Luke Wilson,891,Animation
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,Musical,Mystery,Horror,Crime,Bob Hoskins,Moussa Sene Absa,864,War
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,Documentary,Action,Comedy,Adult,Obie Benz,Joseph Vilsmaier,389,Sport
8f27e002-d3e5-439f-a601-ea2a39f34ad8,Documentary,SciFi,Biography,History,George Abbott,Carl Weathers,306,Action
4a8b4a64-5dc3-4e33-a858-09a96518a389,Mystery,Fantasy,Biography,Music,Ryan Phillippe,Ralph Fiennes,8,Mystery
3c176379-742c-4534-91e4-addf71b44cee,Fantasy,Western,Fantasy,Horror,Helena Bonham Carter,Joel Coen,212,Drama
8f27e002-d3e5-439f-a601-ea2a39f34ad8,Family,Adventure,Drama,Mystery,Frank Abe,Lloyd Bridges,316,Thriller
395e3f78-f527-434b-a285-8cb7d6c9859a,Western,Drama,Documentary,Animation,Michael Chiklis,Toy Newkirk,30,Family
a3cf3f05-d647-4112-8f5f-6ad667453e96,Comedy,Thriller,Biography,Drama,Bjørn Eivind Aarskog,Charles Martin Smith,22,Sport
050e64c1-8cdd-4102-b703-125ff56652e1,Crime,Family,Western,Animation,John Woo,Isabella Rossellini,454,War
3c176379-742c-4534-91e4-addf71b44cee,Romance,Family,War,Drama,Eduard Abalov,Madeleine Stowe,538,Musical
d32a4b9b-ce56-4739-a066-fd1870f0db5e,Horror,Music,Action,SciFi,Bryan Singer,Daniel Auteuil,283,Documentary
d32a4b9b-ce56-4739-a066-fd1870f0db5e,Adult,Comedy,Musical,Thriller,Peter Greenaway,Riccardo Pallottini,85,Horror
