UserId,AverageRuntime,MyAverageRuntime,AverageWatchLaterMoviesRuntime,MyAverageWatchLaterMoviesRuntime,AverageMovieClicks,MyMovieClicks,FuturePredictedRuntime
7865dc03-d371-4a17-88cc-7ba0103a1941,84,71,153,991,63,43,104
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,90,94,123,496,61,4,92
d32a4b9b-ce56-4739-a066-fd1870f0db5e,85,142,502,246,57,46,92
968630e1-f235-4d48-a6a2-e14828e24ec5,92,126,693,622,14,78,76
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,86,92,246,695,22,15,95
8f27e002-d3e5-439f-a601-ea2a39f34ad8,97,89,717,981,4,25,82
816925f2-1a84-4f5e-8f68-9bb61e47a831,100,92,679,311,64,94,100
050e64c1-8cdd-4102-b703-125ff56652e1,98,120,802,703,67,63,88
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,70,66,567,162,21,78,86
a3cf3f05-d647-4112-8f5f-6ad667453e96,87,89,64,167,20,71,72
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,80,107,477,445,11,78,91
050e64c1-8cdd-4102-b703-125ff56652e1,90,122,375,520,34,32,88
7865dc03-d371-4a17-88cc-7ba0103a1941,80,89,801,185,27,8,71
816925f2-1a84-4f5e-8f68-9bb61e47a831,60,82,371,644,27,50,77
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,100,90,391,689,15,84,90
3c176379-742c-4534-91e4-addf71b44cee,104,108,769,662,87,62,125
2f2edd26-2309-446f-a501-efd4ff95698c,102,50,625,742,59,42,105
050e64c1-8cdd-4102-b703-125ff56652e1,103,80,655,313,18,66,71
d32a4b9b-ce56-4739-a066-fd1870f0db5e,93,129,485,113,74,4,110
7865dc03-d371-4a17-88cc-7ba0103a1941,183,102,285,15,0,35,85
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,120,108,694,164,85,79,75
395e3f78-f527-434b-a285-8cb7d6c9859a,89,91,200,826,99,34,72
cb9a5e24-f2d6-4aef-b519-34286e9753fb,60,86,464,125,69,25,68
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,88,62,197,455,47,95,99
3c176379-742c-4534-91e4-addf71b44cee,111,90,352,894,94,9,123
bda79ecd-904e-4928-8ce4-e5c53cc98110,84,106,971,637,2,32,87
cb9a5e24-f2d6-4aef-b519-34286e9753fb,86,77,1,644,28,95,96
bda79ecd-904e-4928-8ce4-e5c53cc98110,114,100,574,242,83,29,82
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,53,101,686,196,17,35,100
d32a4b9b-ce56-4739-a066-fd1870f0db5e,85,90,844,443,47,11,89
8f27e002-d3e5-439f-a601-ea2a39f34ad8,100,80,653,395,45,71,103
051d7ffb-14a6-4837-9c14-90c478d77c78,90,56,869,885,71,48,110
050e64c1-8cdd-4102-b703-125ff56652e1,90,95,770,772,7,75,84
816925f2-1a84-4f5e-8f68-9bb61e47a831,96,46,74,358,1,7,62
051d7ffb-14a6-4837-9c14-90c478d77c78,90,96,141,69,23,46,85
968630e1-f235-4d48-a6a2-e14828e24ec5,92,93,856,442,2,76,81
bda79ecd-904e-4928-8ce4-e5c53cc98110,75,83,946,881,86,50,88
4a8b4a64-5dc3-4e33-a858-09a96518a389,122,105,557,112,5,81,50
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,92,132,383,757,8,86,96
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,79,116,436,63,72,31,94
7865dc03-d371-4a17-88cc-7ba0103a1941,71,75,135,53,75,42,120
2f2edd26-2309-446f-a501-efd4ff95698c,95,94,563,842,84,51,98
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,82,99,539,479,46,96,91
4a8b4a64-5dc3-4e33-a858-09a96518a389,100,83,439,50,12,34,99
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,151,96,274,888,74,2,108
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,49,90,181,895,73,27,110
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,106,52,898,734,50,94,97
bda79ecd-904e-4928-8ce4-e5c53cc98110,77,75,804,975,53,36,65
968630e1-f235-4d48-a6a2-e14828e24ec5,80,87,412,442,19,42,94
a3cf3f05-d647-4112-8f5f-6ad667453e96,45,83,196,621,9,56,99
816925f2-1a84-4f5e-8f68-9bb61e47a831,71,97,518,427,7,80,98
7865dc03-d371-4a17-88cc-7ba0103a1941,72,55,38,661,59,11,94
4a8b4a64-5dc3-4e33-a858-09a96518a389,82,78,733,883,84,33,105
4a8b4a64-5dc3-4e33-a858-09a96518a389,85,84,779,995,8,67,90
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,100,102,591,369,3,56,75
d84e31f9-caaf-45ea-a800-9322f715d648,151,65,449,74,17,2,87
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,99,65,644,100,18,79,119
d84e31f9-caaf-45ea-a800-9322f715d648,87,112,280,900,6,58,87
816925f2-1a84-4f5e-8f68-9bb61e47a831,114,84,73,913,39,25,92
051d7ffb-14a6-4837-9c14-90c478d77c78,81,95,899,374,45,5,125
4a8b4a64-5dc3-4e33-a858-09a96518a389,85,70,568,795,32,23,70
3c176379-742c-4534-91e4-addf71b44cee,91,100,313,424,88,97,99
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,111,55,295,212,98,12,69
2f2edd26-2309-446f-a501-efd4ff95698c,93,84,362,293,38,10,87
d32a4b9b-ce56-4739-a066-fd1870f0db5e,85,77,293,46,11,11,95
8f27e002-d3e5-439f-a601-ea2a39f34ad8,96,65,126,837,91,86,97
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,116,56,92,601,9,16,106
bda79ecd-904e-4928-8ce4-e5c53cc98110,96,50,504,603,55,0,159
050e64c1-8cdd-4102-b703-125ff56652e1,102,172,923,830,50,42,89
395e3f78-f527-434b-a285-8cb7d6c9859a,85,60,665,709,40,50,80
4a8b4a64-5dc3-4e33-a858-09a96518a389,70,103,715,772,78,43,85
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,130,90,489,44,86,16,96
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,95,74,492,732,77,4,360
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,105,95,236,141,67,5,91
816925f2-1a84-4f5e-8f68-9bb61e47a831,106,82,17,107,74,34,114
7865dc03-d371-4a17-88cc-7ba0103a1941,95,90,408,894,80,64,83
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,93,95,820,538,78,15,120
050e64c1-8cdd-4102-b703-125ff56652e1,80,132,276,929,80,35,85
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,110,90,527,337,3,74,118
968630e1-f235-4d48-a6a2-e14828e24ec5,88,57,134,0,25,30,102
7865dc03-d371-4a17-88cc-7ba0103a1941,88,84,233,148,93,44,95
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,105,127,23,335,65,53,76
d32a4b9b-ce56-4739-a066-fd1870f0db5e,86,110,989,953,89,67,84
395e3f78-f527-434b-a285-8cb7d6c9859a,147,60,130,649,63,94,70
051d7ffb-14a6-4837-9c14-90c478d77c78,131,89,365,286,90,85,61
816925f2-1a84-4f5e-8f68-9bb61e47a831,80,96,421,800,35,95,95
2f2edd26-2309-446f-a501-efd4ff95698c,107,139,541,864,37,31,80
816925f2-1a84-4f5e-8f68-9bb61e47a831,93,65,295,623,63,7,108
d32a4b9b-ce56-4739-a066-fd1870f0db5e,85,138,737,656,70,30,64
cb9a5e24-f2d6-4aef-b519-34286e9753fb,102,98,482,793,6,78,92
a3cf3f05-d647-4112-8f5f-6ad667453e96,111,75,508,206,61,86,90
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,101,87,704,8,94,54,68
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,105,74,515,941,79,3,61
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,165,106,523,878,83,84,96
d84e31f9-caaf-45ea-a800-9322f715d648,100,90,138,773,50,45,110
7865dc03-d371-4a17-88cc-7ba0103a1941,97,107,168,437,47,24,100
395e3f78-f527-434b-a285-8cb7d6c9859a,87,89,372,288,85,44,70
a3cf3f05-d647-4112-8f5f-6ad667453e96,90,86,791,87,31,74,109
395e3f78-f527-434b-a285-8cb7d6c9859a,117,86,677,575,25,94,58
395e3f78-f527-434b-a285-8cb7d6c9859a,87,90,476,260,7,56,132
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,95,107,216,409,31,30,111
395e3f78-f527-434b-a285-8cb7d6c9859a,56,90,273,543,22,65,90
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,67,91,157,61,59,12,112
bda79ecd-904e-4928-8ce4-e5c53cc98110,86,90,714,926,96,31,94
968630e1-f235-4d48-a6a2-e14828e24ec5,67,90,584,596,19,80,91
7865dc03-d371-4a17-88cc-7ba0103a1941,80,105,69,189,69,76,91
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,84,180,525,160,48,10,80
050e64c1-8cdd-4102-b703-125ff56652e1,92,75,428,713,41,77,93
4a8b4a64-5dc3-4e33-a858-09a96518a389,103,108,755,957,98,66,102
395e3f78-f527-434b-a285-8cb7d6c9859a,86,143,818,292,48,87,60
4a8b4a64-5dc3-4e33-a858-09a96518a389,87,95,860,540,9,94,84
050e64c1-8cdd-4102-b703-125ff56652e1,94,99,664,904,40,47,101
bda79ecd-904e-4928-8ce4-e5c53cc98110,70,87,817,905,2,12,90
7865dc03-d371-4a17-88cc-7ba0103a1941,197,77,860,661,15,51,60
051d7ffb-14a6-4837-9c14-90c478d77c78,110,116,257,817,98,39,85
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,90,78,279,880,91,38,86
bda79ecd-904e-4928-8ce4-e5c53cc98110,81,99,212,440,10,88,100
cb9a5e24-f2d6-4aef-b519-34286e9753fb,95,145,172,253,66,98,117
050e64c1-8cdd-4102-b703-125ff56652e1,89,70,432,39,11,91,108
816925f2-1a84-4f5e-8f68-9bb61e47a831,90,85,971,949,6,14,86
3c176379-742c-4534-91e4-addf71b44cee,85,88,744,72,52,81,89
cb9a5e24-f2d6-4aef-b519-34286e9753fb,101,77,296,959,64,36,104
050e64c1-8cdd-4102-b703-125ff56652e1,107,87,293,40,29,98,83
d84e31f9-caaf-45ea-a800-9322f715d648,90,166,490,486,37,21,80
816925f2-1a84-4f5e-8f68-9bb61e47a831,56,103,575,395,93,27,74
d32a4b9b-ce56-4739-a066-fd1870f0db5e,85,100,527,461,12,87,58
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,113,52,133,464,28,99,87
968630e1-f235-4d48-a6a2-e14828e24ec5,89,95,481,982,85,89,89
4a8b4a64-5dc3-4e33-a858-09a96518a389,88,88,900,809,9,85,86
816925f2-1a84-4f5e-8f68-9bb61e47a831,63,77,688,539,84,69,105
4a8b4a64-5dc3-4e33-a858-09a96518a389,82,175,801,469,82,8,75
4a8b4a64-5dc3-4e33-a858-09a96518a389,97,108,96,615,84,97,87
8f27e002-d3e5-439f-a601-ea2a39f34ad8,85,95,960,153,44,51,87
cb9a5e24-f2d6-4aef-b519-34286e9753fb,54,105,913,604,17,21,88
7865dc03-d371-4a17-88cc-7ba0103a1941,111,88,785,440,87,49,88
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,54,88,838,175,52,48,82
050e64c1-8cdd-4102-b703-125ff56652e1,90,94,351,817,41,54,91
3c176379-742c-4534-91e4-addf71b44cee,120,86,822,761,9,67,96
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,155,94,347,817,81,60,144
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,85,59,814,621,6,91,68
7865dc03-d371-4a17-88cc-7ba0103a1941,69,67,141,155,38,71,62
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,100,98,56,687,37,79,86
4a8b4a64-5dc3-4e33-a858-09a96518a389,103,52,823,729,34,81,104
2f2edd26-2309-446f-a501-efd4ff95698c,61,106,445,308,49,17,116
3c176379-742c-4534-91e4-addf71b44cee,101,89,842,989,42,46,90
d32a4b9b-ce56-4739-a066-fd1870f0db5e,81,110,98,953,15,91,92
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,110,67,776,356,85,48,145
051d7ffb-14a6-4837-9c14-90c478d77c78,57,95,186,361,65,18,54
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,95,90,243,952,63,69,85
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,75,90,762,41,28,90,60
968630e1-f235-4d48-a6a2-e14828e24ec5,71,111,397,159,66,8,142
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,75,102,838,36,66,20,94
3c176379-742c-4534-91e4-addf71b44cee,105,73,671,782,39,91,100
d84e31f9-caaf-45ea-a800-9322f715d648,56,95,87,861,37,91,106
051d7ffb-14a6-4837-9c14-90c478d77c78,85,96,157,219,73,61,73
395e3f78-f527-434b-a285-8cb7d6c9859a,98,104,796,318,89,56,79
816925f2-1a84-4f5e-8f68-9bb61e47a831,58,77,4,283,78,32,88
4a8b4a64-5dc3-4e33-a858-09a96518a389,85,90,169,287,94,13,100
bda79ecd-904e-4928-8ce4-e5c53cc98110,86,97,189,248,46,34,99
4a8b4a64-5dc3-4e33-a858-09a96518a389,114,81,566,885,94,97,94
d84e31f9-caaf-45ea-a800-9322f715d648,70,97,661,94,50,26,130
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,84,85,636,193,45,60,88
8f27e002-d3e5-439f-a601-ea2a39f34ad8,120,105,68,901,96,52,118
4a8b4a64-5dc3-4e33-a858-09a96518a389,102,99,69,823,35,48,90
051d7ffb-14a6-4837-9c14-90c478d77c78,86,159,0,511,24,62,104
2f2edd26-2309-446f-a501-efd4ff95698c,100,95,958,764,86,16,105
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,139,88,258,61,38,12,101
a3cf3f05-d647-4112-8f5f-6ad667453e96,131,90,82,128,9,24,110
7865dc03-d371-4a17-88cc-7ba0103a1941,167,100,154,751,47,3,104
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,90,90,530,139,31,30,95
8f27e002-d3e5-439f-a601-ea2a39f34ad8,154,88,295,895,30,78,61
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,100,86,833,923,66,40,90
050e64c1-8cdd-4102-b703-125ff56652e1,96,87,575,617,53,45,99
8f27e002-d3e5-439f-a601-ea2a39f34ad8,120,106,989,514,87,48,102
8f27e002-d3e5-439f-a601-ea2a39f34ad8,90,80,529,873,83,99,87
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,133,89,330,514,57,3,85
bda79ecd-904e-4928-8ce4-e5c53cc98110,88,90,710,318,18,50,85
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,52,111,114,71,40,55,110
8f27e002-d3e5-439f-a601-ea2a39f34ad8,98,90,164,113,69,50,65
816925f2-1a84-4f5e-8f68-9bb61e47a831,110,107,82,859,17,9,129
2f2edd26-2309-446f-a501-efd4ff95698c,95,105,471,12,51,51,54
816925f2-1a84-4f5e-8f68-9bb61e47a831,74,97,837,846,22,72,73
2f2edd26-2309-446f-a501-efd4ff95698c,92,98,370,30,71,52,119
a3cf3f05-d647-4112-8f5f-6ad667453e96,98,90,332,578,45,11,80
3c176379-742c-4534-91e4-addf71b44cee,102,135,631,233,31,98,82
8f27e002-d3e5-439f-a601-ea2a39f34ad8,98,100,866,185,73,94,119
8f27e002-d3e5-439f-a601-ea2a39f34ad8,92,57,148,533,83,89,144
d84e31f9-caaf-45ea-a800-9322f715d648,91,90,936,355,35,79,90
bda79ecd-904e-4928-8ce4-e5c53cc98110,70,85,740,260,72,19,92
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,89,86,416,271,74,72,110
395e3f78-f527-434b-a285-8cb7d6c9859a,120,75,152,707,12,13,99
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,92,66,77,144,10,50,92
3c176379-742c-4534-91e4-addf71b44cee,62,102,951,422,33,54,60
2f2edd26-2309-446f-a501-efd4ff95698c,75,86,152,183,26,63,66
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,91,91,10,89,4,28,90
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,58,65,770,529,7,24,86
968630e1-f235-4d48-a6a2-e14828e24ec5,91,167,571,513,70,37,112
050e64c1-8cdd-4102-b703-125ff56652e1,72,90,241,42,17,47,93
051d7ffb-14a6-4837-9c14-90c478d77c78,110,95,917,153,82,4,45
395e3f78-f527-434b-a285-8cb7d6c9859a,64,94,536,226,94,56,96
d84e31f9-caaf-45ea-a800-9322f715d648,94,58,474,632,10,59,109
2f2edd26-2309-446f-a501-efd4ff95698c,92,103,70,197,38,58,100
2f2edd26-2309-446f-a501-efd4ff95698c,90,80,213,434,88,45,70
d84e31f9-caaf-45ea-a800-9322f715d648,84,88,852,919,56,85,95
4a8b4a64-5dc3-4e33-a858-09a96518a389,75,86,641,876,64,99,81
051d7ffb-14a6-4837-9c14-90c478d77c78,88,85,311,774,97,37,95
3c176379-742c-4534-91e4-addf71b44cee,89,86,804,45,70,78,81
d84e31f9-caaf-45ea-a800-9322f715d648,95,96,663,257,40,25,90
a3cf3f05-d647-4112-8f5f-6ad667453e96,90,77,839,622,5,43,87
d32a4b9b-ce56-4739-a066-fd1870f0db5e,80,100,111,25,24,20,64
2f2edd26-2309-446f-a501-efd4ff95698c,151,109,977,132,85,6,95
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,56,74,113,91,7,56,75
968630e1-f235-4d48-a6a2-e14828e24ec5,80,79,597,43,23,61,70
968630e1-f235-4d48-a6a2-e14828e24ec5,65,107,467,843,8,75,84
051d7ffb-14a6-4837-9c14-90c478d77c78,48,90,519,703,71,80,85
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,125,105,887,638,33,11,92
8f27e002-d3e5-439f-a601-ea2a39f34ad8,92,95,623,364,57,38,103
d32a4b9b-ce56-4739-a066-fd1870f0db5e,92,90,838,484,33,34,90
051d7ffb-14a6-4837-9c14-90c478d77c78,86,61,303,603,57,94,73
968630e1-f235-4d48-a6a2-e14828e24ec5,97,120,941,909,44,77,100
8f27e002-d3e5-439f-a601-ea2a39f34ad8,60,96,193,512,1,91,104
3c176379-742c-4534-91e4-addf71b44cee,96,98,370,367,40,57,90
4a8b4a64-5dc3-4e33-a858-09a96518a389,95,56,751,856,55,9,88
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,50,89,582,14,50,96,60
2f2edd26-2309-446f-a501-efd4ff95698c,89,62,548,957,42,33,74
8f27e002-d3e5-439f-a601-ea2a39f34ad8,69,88,919,52,75,8,120
bda79ecd-904e-4928-8ce4-e5c53cc98110,64,110,328,808,63,12,53
2f2edd26-2309-446f-a501-efd4ff95698c,95,85,489,318,21,59,137
968630e1-f235-4d48-a6a2-e14828e24ec5,100,88,475,525,80,52,88
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,68,120,206,757,70,74,86
bda79ecd-904e-4928-8ce4-e5c53cc98110,157,94,470,645,46,91,71
051d7ffb-14a6-4837-9c14-90c478d77c78,128,47,7,978,12,51,117
bda79ecd-904e-4928-8ce4-e5c53cc98110,95,73,543,341,65,91,156
051d7ffb-14a6-4837-9c14-90c478d77c78,95,87,74,538,56,79,97
395e3f78-f527-434b-a285-8cb7d6c9859a,93,109,624,438,45,58,105
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,76,115,680,627,10,18,134
a3cf3f05-d647-4112-8f5f-6ad667453e96,110,93,10,627,17,85,92
a3cf3f05-d647-4112-8f5f-6ad667453e96,99,148,431,368,27,20,96
bda79ecd-904e-4928-8ce4-e5c53cc98110,89,103,423,432,3,94,79
968630e1-f235-4d48-a6a2-e14828e24ec5,95,105,93,66,37,20,92
050e64c1-8cdd-4102-b703-125ff56652e1,90,159,75,372,72,10,110
bda79ecd-904e-4928-8ce4-e5c53cc98110,56,89,155,481,73,42,71
3c176379-742c-4534-91e4-addf71b44cee,115,94,195,305,33,55,95
4a8b4a64-5dc3-4e33-a858-09a96518a389,65,92,789,932,10,24,126
051d7ffb-14a6-4837-9c14-90c478d77c78,82,105,895,580,54,40,58
d84e31f9-caaf-45ea-a800-9322f715d648,65,99,35,464,2,41,70
051d7ffb-14a6-4837-9c14-90c478d77c78,108,54,119,411,78,43,115
cb9a5e24-f2d6-4aef-b519-34286e9753fb,79,77,308,485,7,65,100
cb9a5e24-f2d6-4aef-b519-34286e9753fb,103,45,305,677,99,12,89
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,94,173,289,137,56,12,135
a3cf3f05-d647-4112-8f5f-6ad667453e96,164,80,540,992,73,18,91
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,105,89,259,373,72,69,90
d32a4b9b-ce56-4739-a066-fd1870f0db5e,81,57,161,200,30,30,75
051d7ffb-14a6-4837-9c14-90c478d77c78,90,52,967,330,41,15,91
816925f2-1a84-4f5e-8f68-9bb61e47a831,58,89,92,563,23,69,92
3c176379-742c-4534-91e4-addf71b44cee,96,85,584,743,25,43,100
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,56,107,280,105,30,2,115
4a8b4a64-5dc3-4e33-a858-09a96518a389,126,103,346,539,89,48,80
8f27e002-d3e5-439f-a601-ea2a39f34ad8,83,50,954,56,37,51,87
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,97,59,828,677,66,20,70
d84e31f9-caaf-45ea-a800-9322f715d648,90,83,691,892,12,20,127
d32a4b9b-ce56-4739-a066-fd1870f0db5e,138,95,657,484,38,87,55
3c176379-742c-4534-91e4-addf71b44cee,98,97,603,538,30,64,82
d84e31f9-caaf-45ea-a800-9322f715d648,106,95,677,73,8,55,84
051d7ffb-14a6-4837-9c14-90c478d77c78,99,96,39,711,41,40,90
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,61,54,197,750,56,76,69
4a8b4a64-5dc3-4e33-a858-09a96518a389,166,55,422,771,84,21,88
7865dc03-d371-4a17-88cc-7ba0103a1941,80,87,187,819,55,79,86
8f27e002-d3e5-439f-a601-ea2a39f34ad8,98,91,564,70,93,82,55
7865dc03-d371-4a17-88cc-7ba0103a1941,90,82,561,696,70,58,57
8f27e002-d3e5-439f-a601-ea2a39f34ad8,105,115,398,10,56,41,90
395e3f78-f527-434b-a285-8cb7d6c9859a,79,82,635,872,45,91,75
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,52,53,700,364,24,63,95
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,111,103,825,876,64,58,99
a3cf3f05-d647-4112-8f5f-6ad667453e96,78,85,670,127,1,33,95
8f27e002-d3e5-439f-a601-ea2a39f34ad8,76,77,250,925,17,90,81
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,107,83,198,157,94,23,99
d84e31f9-caaf-45ea-a800-9322f715d648,129,87,882,977,45,53,60
a3cf3f05-d647-4112-8f5f-6ad667453e96,115,89,489,960,13,98,73
bda79ecd-904e-4928-8ce4-e5c53cc98110,63,92,835,288,13,94,160
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,96,213,33,529,87,49,100
a3cf3f05-d647-4112-8f5f-6ad667453e96,84,84,648,234,38,83,59
395e3f78-f527-434b-a285-8cb7d6c9859a,83,52,783,554,67,70,79
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,95,105,365,305,41,21,105
816925f2-1a84-4f5e-8f68-9bb61e47a831,92,118,777,677,93,5,108
395e3f78-f527-434b-a285-8cb7d6c9859a,86,110,968,548,22,62,80
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,88,131,500,558,43,57,95
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,92,124,512,923,6,20,99
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,105,82,256,557,43,9,125
4a8b4a64-5dc3-4e33-a858-09a96518a389,96,92,455,176,36,65,128
051d7ffb-14a6-4837-9c14-90c478d77c78,106,94,894,185,77,72,93
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,95,159,834,914,36,99,79
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,92,55,59,623,43,72,88
d84e31f9-caaf-45ea-a800-9322f715d648,50,94,582,287,27,22,95
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,105,72,798,671,62,59,90
8f27e002-d3e5-439f-a601-ea2a39f34ad8,94,95,311,921,79,51,105
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,110,97,541,775,38,45,80
4a8b4a64-5dc3-4e33-a858-09a96518a389,70,67,302,143,85,27,76
3c176379-742c-4534-91e4-addf71b44cee,120,87,151,145,13,86,105
d32a4b9b-ce56-4739-a066-fd1870f0db5e,83,102,381,709,29,89,80
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,87,106,448,396,96,30,77
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,175,103,411,645,47,51,78
a3cf3f05-d647-4112-8f5f-6ad667453e96,120,63,871,717,68,16,85
968630e1-f235-4d48-a6a2-e14828e24ec5,88,87,473,43,61,10,98
816925f2-1a84-4f5e-8f68-9bb61e47a831,79,74,95,529,93,20,64
cb9a5e24-f2d6-4aef-b519-34286e9753fb,102,119,553,846,45,96,80
4a8b4a64-5dc3-4e33-a858-09a96518a389,130,101,200,38,34,61,94
816925f2-1a84-4f5e-8f68-9bb61e47a831,102,94,915,398,23,62,98
7865dc03-d371-4a17-88cc-7ba0103a1941,100,81,989,799,36,88,100
d84e31f9-caaf-45ea-a800-9322f715d648,52,103,210,459,93,4,115
968630e1-f235-4d48-a6a2-e14828e24ec5,89,86,343,377,34,3,45
cb9a5e24-f2d6-4aef-b519-34286e9753fb,60,106,821,914,90,31,112
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,77,78,47,407,80,37,82
050e64c1-8cdd-4102-b703-125ff56652e1,76,86,191,605,7,27,88
a3cf3f05-d647-4112-8f5f-6ad667453e96,106,54,81,29,44,64,76
051d7ffb-14a6-4837-9c14-90c478d77c78,90,96,736,924,83,30,96
816925f2-1a84-4f5e-8f68-9bb61e47a831,181,70,361,732,53,44,102
8f27e002-d3e5-439f-a601-ea2a39f34ad8,87,113,470,137,80,2,75
8f27e002-d3e5-439f-a601-ea2a39f34ad8,85,91,800,963,95,83,147
8f27e002-d3e5-439f-a601-ea2a39f34ad8,80,105,853,927,6,17,77
4a8b4a64-5dc3-4e33-a858-09a96518a389,95,89,553,510,97,27,94
d84e31f9-caaf-45ea-a800-9322f715d648,121,88,658,526,25,16,91
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,95,100,663,677,63,5,67
d84e31f9-caaf-45ea-a800-9322f715d648,97,65,33,325,47,36,97
3c176379-742c-4534-91e4-addf71b44cee,88,114,569,758,85,37,97
4a8b4a64-5dc3-4e33-a858-09a96518a389,94,100,828,960,34,41,100
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,80,101,428,313,38,58,96
8f27e002-d3e5-439f-a601-ea2a39f34ad8,89,90,619,498,65,10,105
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,110,107,492,940,90,13,88
a3cf3f05-d647-4112-8f5f-6ad667453e96,65,50,750,666,90,63,65
395e3f78-f527-434b-a285-8cb7d6c9859a,85,92,833,101,68,98,64
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,90,70,428,482,97,79,99
2f2edd26-2309-446f-a501-efd4ff95698c,93,101,139,725,99,16,86
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,94,93,565,4,57,63,85
